"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
"MR-EXT-FULL-024-03","TR-EXT-FULL-024","extraction output","text_char_count","2109","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-024-FX-TXT-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-024-04","TR-EXT-FULL-024","locator preservation","locator_count","13","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-024-FX-TXT-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-024-05","TR-EXT-FULL-024","performance","elapsed_ms","17.48","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-024-FX-TXT-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-024-06","TR-EXT-FULL-024","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-024-FX-TXT-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-024-07","TR-EXT-FULL-024","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-024-FX-TXT-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-01","TR-EXT-FULL-025","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-02","TR-EXT-FULL-025","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-03","TR-EXT-FULL-025","extraction output","text_char_count","1538","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-04","TR-EXT-FULL-025","locator preservation","locator_count","9","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-05","TR-EXT-FULL-025","performance","elapsed_ms","17.603","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-06","TR-EXT-FULL-025","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-025-07","TR-EXT-FULL-025","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-025-FX-TXT-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FIDELITY-001","TR-EXT-FIDELITY-001","text fidelity","eligible_expected_evidence_rows","137","rows","observed","No","","Accepted expected-evidence passages eligible for direct extraction comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/fidelity-review-all.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-002","TR-EXT-FIDELITY-001","text fidelity","exact_normalized_full_text_matches","119","rows","passed","No","","119 of 137 accepted passages matched exactly after ordinary normalization.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/fidelity-review-all.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-003","TR-EXT-FIDELITY-001","text fidelity","exact_normalized_single_block_matches","119","rows","passed","No","","All exact full-text matches were also preserved inside one extracted block.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/fidelity-review-all.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-004","TR-EXT-FIDELITY-001","text fidelity","exact_normalized_match_rate","86.86","percent","passed","No","","Exact normalized match rate is informative; non-exact rows were diagnosed separately.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/fidelity-review-all.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-005","TR-EXT-FIDELITY-001","text fidelity","initial_review_flags","18","rows","reviewed","No","","All 18 initial flags retained complete token coverage and received targeted diagnosis.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/flag-diagnosis-20260715-222728/flag-diagnosis.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-006","TR-EXT-FIDELITY-001","text fidelity","content_fidelity_review_required","0","rows","passed","Yes","Yes","No flagged passage showed evidence of missing substantive content.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/flag-diagnosis-20260715-222728/flag-diagnosis.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-007","TR-EXT-FIDELITY-001","format preservation","formatting_or_punctuation_only_within_one_block","7","rows","accepted limitation","No","","Differences were limited to formatting or punctuation while content remained in one block.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/flag-diagnosis-20260715-222728/flag-diagnosis.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-008","TR-EXT-FIDELITY-001","format preservation","minor_extraction_spacing_or_order_difference","6","rows","accepted limitation","No","","Minor spacing or ordering differences did not require content-fidelity escalation.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/flag-diagnosis-20260715-222728/flag-diagnosis.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-EXT-FIDELITY-009","TR-EXT-FIDELITY-001","format preservation","likely_formatting_difference_manual_confirmation","5","rows","accepted limitation","No","","Combined-section or multi-block expected passages retained complete ordered token coverage.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/fidelity-review-20260715-221128/flag-diagnosis-20260715-222728/flag-diagnosis.csv","Project team","EX-LOCAL-PHP-001 targeted extraction-fidelity and locator review; local-only evidence."
"MR-SEG-001-01","TR-SEG-001","chunking coverage","resources_processed","25","resources","passed","Yes","Yes","All 25 accepted readable fixtures were segmented.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-02","TR-SEG-001","chunking output","chunks_created","101","chunks","observed","No","","Observed bounded-corpus chunk count for this configuration.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-03","TR-SEG-001","chunk size","average_chunk_characters","668.04","characters","observed","No","","Average size remained below the 900-character target because source block and locator boundaries were preserved.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-04","TR-SEG-001","chunk size","median_chunk_characters","581","characters","observed","No","","Median size recorded for later retrieval comparison.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-05","TR-SEG-001","chunk size","p95_chunk_characters","1167","characters","passed","No","","The 95th-percentile chunk remained within the 1200-character maximum.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-06","TR-SEG-001","chunk size","maximum_chunk_characters","1199","characters","passed","Yes","Yes","Maximum observed chunk size remained within the configured 1200-character limit.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-07","TR-SEG-001","locator preservation","chunks_missing_locators","0","chunks","passed","Yes","Yes","Every chunk retained a source locator or locator range.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-08","TR-SEG-001","chunk size","chunks_over_maximum","0","chunks","passed","Yes","Yes","No chunk exceeded the configured maximum.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/chunking-summary.json","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-09","TR-SEG-001","chunk size","chunks_under_120_characters","1","chunks","accepted observation","No","","The only short chunk was a meaningful 103-character PPTX title slide. It remains retained until retrieval testing shows whether filtering or metadata-only treatment is justified.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/diagnosis-php-20260715-173344/short-chunk-review.csv","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-10","TR-SEG-001","evidence retention","eligible_expected_evidence_rows","137","rows","observed","No","","Accepted evidence passages eligible for chunk-level retention review.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/evidence-chunk-coverage.csv","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
"MR-SEG-001-11","TR-SEG-001","evidence retention","single_chunk_exact_rows","119","rows","passed","No","","119 accepted passages were preserved exactly within a single chunk.",".local/ai-feasibility-spike/results/chunking/SEG-BLOCK-AWARE-001/run-20260715-225346/evidence-chunk-coverage.csv","Project team","SEG-BLOCK-AWARE-001 local chunking evidence. Testing does not authorize a permanent production chunk table, vector store, or final retrieval architecture."
